name,review,rating,meta,ingredients,steps,cooks_note,editors_note,nutrition_facts,url
aunt libby's southern meatloaf,This my 86-year-old Aunt Libby's home-made meatloaf recipe. I finally had her write it down for me last year. You can be sure no one will tell you this meatloaf is dry!,4.5,"{'active_time': None, 'additional_time': '10 mins', 'bake_time': None, 'cook_time': '1 hr', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '1 hr 30 mins', 'yield': '6 servings'}",[],[],"If you need to use two meatloaf pans to make the meatloaf fit comfortably in the pan with room to spare, do so.",unknown,"{'Calories': '534', 'Carbs': '48g', 'Fat': '25g', 'Protein': '31g'}",https://www.allrecipes.com/recipe/237436/aunt-libbys-southern-meatloaf/
creamy chorizo and chicken soup,"Spicy sausage and tender chicken make a tasty pair in this creamy soup. Packed with tons of flavor and so simple to make! Searing is the trick for tender chicken. Be sure to sprinkle parmesan on top before serving, it definitely adds a little sumthin' sumthin'!",4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '50 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '1 hr', 'yield': '8 servings'}",[],[],unknown,unknown,"{'Calories': '450', 'Carbs': '6g', 'Fat': '36g', 'Protein': '25g'}",https://www.allrecipes.com/recipe/202728/creamy-chorizo-and-chicken-soup/
pain au chocolat (chocolate croissants),"This pain au chocolat recipe makes light, flaky French croissants filled with delicious chocolate. They do require a little effort but a bread machine makes the process a lot easier. Your entire family will love these! ",4.7,"{'active_time': None, 'additional_time': '3 hrs', 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '45 mins', 'rest_time': None, 'servings': '9', 'soak_time': None, 'total_time': '4 hrs', 'yield': '9 croissants'}",[],[],unknown,unknown,"{'Calories': '1326', 'Carbs': '153g', 'Fat': '78g', 'Protein': '16g'}",https://www.allrecipes.com/recipe/142764/pain-au-chocolat-chocolate-filled-croissant/
blackened chicken,Blackened chicken is quick and easy to make at home. Adjust the spices in this recipe to suit your taste. This is great on a summer's day with fresh corn and mashed potatoes.,4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '2', 'soak_time': None, 'total_time': '25 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '135', 'Carbs': '1g', 'Fat': '3g', 'Protein': '25g'}",https://www.allrecipes.com/recipe/8571/blackened-chicken/
burrito casserole,"This creamy burrito casserole is easy to make and delicious. Kids love it! You can add all of your favorite burrito toppings like sour cream, extra cheese, lettuce, tomatoes, and black olives — the sky's the limit to satisfy your Tex-Mex taste buds.",5.0,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '30 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '50 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '454', 'Carbs': '34g', 'Fat': '26g', 'Protein': '21g'}",https://www.allrecipes.com/recipe/269476/burrito-casserole/
poppy seed dressing,This poppy seed dressing is great for a fresh fruit salad. Very tangy and sweet.,4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '14', 'soak_time': None, 'total_time': '15 mins', 'yield': '1 3/4 cups'}",[],[],unknown,unknown,"{'Calories': '161', 'Carbs': '5g', 'Fat': '16g', 'Protein': '0g'}",https://www.allrecipes.com/recipe/24872/poppyseed-dressing/
spinach and strawberry salad,We love this spinach strawberry salad all year round if we can find strawberries! Even the grandchildren love this quick and easy salad. ,4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '10 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '235', 'Carbs': '23g', 'Fat': '16g', 'Protein': '4g'}",https://www.allrecipes.com/recipe/16409/spinach-and-strawberry-salad/
"heather's cilantro, black bean, and corn salsa",This black bean and corn salsa is a fun summer dish that can be served on its own or with tortilla chips. It has beautiful colors and looks great in a clear bowl.,4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '25 mins', 'rest_time': None, 'servings': '72', 'soak_time': None, 'total_time': '25 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '30', 'Carbs': '5g', 'Fat': '1g', 'Protein': '1g'}",https://www.allrecipes.com/recipe/143315/heathers-cilantro-black-bean-and-corn-salsa/
asparagus quiche,"This asparagus quiche has a delectable combination of tender asparagus, crisp bacon pieces, and Swiss cheese for a tasty brunch, lunch, or dinner.",4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '50 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '1 hr 10 mins', 'yield': '2 (8-inch) quiches'}",[],[],unknown,unknown,"{'Calories': '384', 'Carbs': '26g', 'Fat': '25g', 'Protein': '15g'}",https://www.allrecipes.com/recipe/20498/asparagus-quiche/
watermelon soup,What could be better on a hot summer day than a chilled soup made with fresh watermelon and mint?,4.8,"{'active_time': None, 'additional_time': '2 hrs', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '3', 'soak_time': None, 'total_time': '2 hrs 15 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '85', 'Carbs': '22g', 'Fat': '0g', 'Protein': '1g'}",https://www.allrecipes.com/recipe/228229/watermelon-soup/
watermelon feta salad,This refreshing watermelon feta salad is a delicious summer dish. The combination of sweet watermelon and salty feta cheese go really well together.,4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '20 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '177', 'Carbs': '31g', 'Fat': '6g', 'Protein': '4g'}",https://www.allrecipes.com/recipe/222512/herb-watermelon-feta-salad/
prickly pear cactus margarita,I first had a prickly pear margarita in Tucson and talked the bartender into sharing the recipe with me.,5.0,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '1', 'soak_time': None, 'total_time': '5 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '423', 'Carbs': '56g', 'Fat': '0g', 'Protein': '0g'}",https://www.allrecipes.com/recipe/234490/prickly-pear-cactus-margarita/
best fried walleye,This fried walleye recipe is the one my dad has been using for 25 years. It's light and clean-tasting because there's no sense in masking the naturally delicious flavor of such an awesome delicacy. No tartar sauce needed!,4.9,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '35 mins', 'yield': None}",[],[],unknown,"The nutrition data for this recipe includes the full amount of the breading ingredients. The actual amount of the breading consumed will vary. We have determined the nutritional value of oil for frying based on a retention value of 10% after cooking. The exact amount will vary depending on cooking time and temperature, ingredient density, and the specific type of oil used.","{'Calories': '592', 'Carbs': '40g', 'Fat': '31g', 'Protein': '39g'}",https://www.allrecipes.com/recipe/223227/best-fried-walleye/
roasted asparagus with parmesan,"Parmesan asparagus is a delicious spring side dish that's easy to make with fresh asparagus spears seasoned with garlic and topped with shredded Parmesan cheese. Roast the asparagus until tender, crisp, and cheesy!",4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '20 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '46', 'Carbs': '5g', 'Fat': '2g', 'Protein': '4g'}",https://www.allrecipes.com/recipe/220195/roasted-asparagus-with-parmesan/
pickled asparagus,"This pickled asparagus recipe flavors asparagus spears with dill, mustard seeds, and chili flakes for a refreshing appetizer or garnish. They look so pretty! Use the freshest asparagus for the best color.",4.7,"{'active_time': None, 'additional_time': '2 hrs', 'bake_time': None, 'cook_time': '20 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '30 mins', 'rest_time': None, 'servings': '15', 'soak_time': None, 'total_time': '2 hrs 50 mins', 'yield': '2 pints'}",[],[],unknown,unknown,"{'Calories': '41', 'Carbs': '10g', 'Fat': '0g', 'Protein': '0g'}",https://www.allrecipes.com/recipe/69722/pickled-asparagus/
sautéed fiddleheads,"Learn how to cook fiddleheads with this recipe that I made up after I could not find one otherwise. I recently discovered fiddlehead ferns and they are a new, seasonal favorite. These are so yummy that I can eat the whole dish in one sitting! ",4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '30 mins', 'yield': '3 cups'}",[],[],unknown,unknown,"{'Calories': '80', 'Carbs': '3g', 'Fat': '7g', 'Protein': '2g'}",https://www.allrecipes.com/recipe/106735/sauteed-fiddleheads/
mexican bean salad,"This Mexican bean salad with corn, bell peppers, and red onion is colorful, spicy, and refreshing.",4.8,"{'active_time': None, 'additional_time': '1 hr', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '1 hr 15 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '334', 'Carbs': '42g', 'Fat': '15g', 'Protein': '11g'}",https://www.allrecipes.com/recipe/14169/mexican-bean-salad/
mie goreng - indonesian fried noodles,This tasty noodle dish is the same one my mom used to make for me when I was growing up. It's definitely comfort food. You can alter it with adding your favorite meats and veggies.,4.5,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '35 mins', 'yield': '6 servings'}",[],[],unknown,unknown,"{'Calories': '356', 'Carbs': '34g', 'Fat': '14g', 'Protein': '23g'}",https://www.allrecipes.com/recipe/169870/mie-goreng-indonesian-fried-noodles/
kurkuri bhindi (crispy okra) in the air fryer,Okra is coated with flavorful Indian spices and cooked in the air fryer until super crispy in this recipe for kurkuri bhindi. Top with chaat masala and serve it with hot chapati or eat it as a snack.,4.0,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '2', 'soak_time': None, 'total_time': '20 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '194', 'Carbs': '13g', 'Fat': '15g', 'Protein': '3g'}",https://www.allrecipes.com/recipe/276519/indian-okra-in-the-air-fryer-kurkuri-bhindi/
honeyed ham glaze,A sweet and spicy glaze for ham that's quick and easy to make.,4.4,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '10 mins', 'yield': '1 1/2 cups'}",[],[],unknown,unknown,"{'Calories': '203', 'Carbs': '53g', 'Fat': '1g', 'Protein': '1g'}",https://www.allrecipes.com/recipe/23697/honeyed-ham-glaze/
canadian maple rice pudding,"I took a few ideas a created my own rice pudding recipe. My family loves it (me particularly), and it is quick and easy to make.",4.4,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '40 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '5', 'soak_time': None, 'total_time': '45 mins', 'yield': '5 servings'}",[],[],unknown,unknown,"{'Calories': '259', 'Carbs': '49g', 'Fat': '5g', 'Protein': '5g'}",https://www.allrecipes.com/recipe/58537/canadian-maple-rice-pudding/
broccoli slaw and ramen salad,"Chill this ramen broccoli slaw for an hour in its simple, sweet, and sour vinaigrette and you have a satisfyingly crunchy and easy coleslaw.",5.0,"{'active_time': None, 'additional_time': '1 hr', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '1 hr 10 mins', 'yield': '4 cups'}",[],[],unknown,unknown,"{'Calories': '149', 'Carbs': '26g', 'Fat': '4g', 'Protein': '1g'}",https://www.allrecipes.com/recipe/261574/broccoli-slaw-and-ramen-salad/
meyer lemon cream sauce for salmon,The fish can be cooked any way you prefer because the star of this recipe is the lemon cream sauce for salmon made with Meyer lemon.,4.3,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '2', 'soak_time': None, 'total_time': '20 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '474', 'Carbs': '3g', 'Fat': '40g', 'Protein': '26g'}",https://www.allrecipes.com/recipe/268768/meyer-lemon-cream-sauce-for-salmon/
key lime cake,"This citrusy key lime cake is very moist, tangy, and easy to make. If you like key lime, you will love this cake!",4.8,"{'active_time': None, 'additional_time': '30 mins', 'bake_time': None, 'cook_time': '20 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '1 hr 10 mins', 'yield': '1 3-layer (8-inch) cake'}",[],[],unknown,unknown,"{'Calories': '477', 'Carbs': '50g', 'Fat': '30g', 'Protein': '4g'}",https://www.allrecipes.com/recipe/8310/key-lime-cake-iii/
key lime cheesecake,"This Key lime cheesecake is sweet, tangy, and sure to keep you coming back for more. My favorite dessert to make has to be cheesecake and this version gets a lot of requests. I usually serve it with whipped cream and lime slices.",4.8,"{'active_time': None, 'additional_time': '8 hrs 30 mins', 'bake_time': None, 'cook_time': '55 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '9 hrs 45 mins', 'yield': '1 (9-inch) cheesecake'}",[],[],unknown,unknown,"{'Calories': '382', 'Carbs': '28g', 'Fat': '28g', 'Protein': '7g'}",https://www.allrecipes.com/recipe/7441/key-lime-cheesecake-i/
spruced-up canned corned beef hash,This canned corned beef hash recipe is a quick and easy way to spruce up hash. It makes a great comfort meal. Adjust the ingredients according to preference.,4.0,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '25 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '40 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '414', 'Carbs': '18g', 'Fat': '27g', 'Protein': '25g'}",https://www.allrecipes.com/recipe/283289/spruced-up-canned-corned-beef-hash/
strawberry cake filling,This strawberry cake filling is easy to make and not too sweet. ,4.8,"{'active_time': None, 'additional_time': '30 mins', 'bake_time': None, 'cook_time': '10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '28', 'soak_time': None, 'total_time': '45 mins', 'yield': '3 to 3 1/2 cups'}",[],[],unknown,unknown,"{'Calories': '28', 'Carbs': '7g', 'Fat': None, 'Protein': '0g'}",https://www.allrecipes.com/recipe/221057/strawberry-cake-filling/
bbq spice rub,This bbq rub is so simple! It's made with the everyday spices you probably have in your cupboard. I rub it on everything from chicken to pork to burgers to steak. I keep it in a zip-top bag in the freezer. It's always ready to go! ,4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '20', 'soak_time': None, 'total_time': '5 mins', 'yield': '1 1/4 cups'}",[],[],unknown,unknown,"{'Calories': '66', 'Carbs': '15g', 'Fat': '1g', 'Protein': '2g'}",https://www.allrecipes.com/recipe/229329/bbq-spice-rub/
baked chicken schnitzel,"Chicken schnitzel is a breeze to make in the oven. Plus, this method uses less oil and has easier cleanup. The breaded chicken breasts are baked until golden and crispy on the outside, yet they're still tender and juicy on the inside. Serve schnitzels with lemon wedges and a German-style potato salad.",4.5,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '30 mins', 'yield': None}",[],[],unknown,Nutrition data for this recipe includes the full amount of breading ingredients. The actual amount consumed will vary.,"{'Calories': '383', 'Carbs': '40g', 'Fat': '9g', 'Protein': '33g'}",https://www.allrecipes.com/recipe/244950/baked-chicken-schnitzel/
sautéed asparagus,"Sautéed asparagus is so tasty, tender, and easy to make with some butter and garlic for a flavorful springtime side dish.",4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '5 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '10 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '102', 'Carbs': '5g', 'Fat': '9g', 'Protein': '3g'}",https://www.allrecipes.com/recipe/92845/sauteed-garlic-asparagus/
ambrosia salad with jell-o,Very easy to make Jell-O mold. I have made it with different flavors (colors) and it is always a crowd pleaser!,4.8,"{'active_time': None, 'additional_time': '8 hrs', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '8 hrs 10 mins', 'yield': '8 servings'}",[],[],unknown,unknown,"{'Calories': '449', 'Carbs': '63g', 'Fat': '20g', 'Protein': '5g'}",https://www.allrecipes.com/recipe/277216/ambrosia-salad-with-jell-o/
eggplant and lamb stew,The Arabic name (which I can't remember) means 'It cooks itself.' Most Middle Eastern food is time-consuming to make; this name implies that the cook is embarrassed to serve something so simple. Best served over rice.,4.5,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '2 hrs', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '2 hrs 15 mins', 'yield': '6 servings'}",[],[],unknown,unknown,"{'Calories': '292', 'Carbs': '21g', 'Fat': '16g', 'Protein': '18g'}",https://www.allrecipes.com/recipe/69286/eggplant-and-lamb-stew/
shrub,"This is the cold-process method for making a shrub. This is one of those 'don't have exact measurements' recipes, but if you get the ratios close, it is hard to mess it up. Although I'm usually a fan of using fresh ingredients, frozen fruit/berries actually work well and sometimes give a little more juice (don't tell!). I combine the shrub with sparkling water to make a nice soda. It can also be used in cocktails and salad dressing.",5.0,"{'active_time': None, 'additional_time': '2 days', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '2 days 20 mins', 'yield': '1 cup'}",[],[],unknown,unknown,"{'Calories': '140', 'Carbs': '36g', 'Fat': '0g', 'Protein': '0g'}",https://www.allrecipes.com/recipe/260107/shrub/
egyptian koshari,"Lentils, rice and pasta are cooked and then served in a spicy tomato sauce. This is a typical Egyptian dish that is very good and cheap over here! Puree the sauce in a food processor if you like a smoother texture.",4.0,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '45 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '1 hr', 'yield': '4 servings'}",[],[],unknown,unknown,"{'Calories': '469', 'Carbs': '81g', 'Fat': '8g', 'Protein': '17g'}",https://www.allrecipes.com/recipe/159456/egyptian-koshari/
refreshing watermelon margarita,This watermelon margarita recipe makes a very refreshing cocktail for a hot summer night.,4.7,"{'active_time': None, 'additional_time': '3 hrs', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '2', 'soak_time': None, 'total_time': '3 hrs 10 mins', 'yield': '2 cocktails'}",[],[],unknown,unknown,"{'Calories': '403', 'Carbs': '53g', 'Fat': '1g', 'Protein': '2g'}",https://www.allrecipes.com/recipe/254420/refreshing-watermelon-margarita/
broccoli and cauliflower cheese casserole,"Cauliflower, broccoli, and cheese (both Cheddar and Parmesan!) are baked in a creamy sauce and topped with cheesy bread crumbs in this comforting casserole side dish.",4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '25 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '40 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '213', 'Carbs': '10g', 'Fat': '16g', 'Protein': '9g'}",https://www.allrecipes.com/recipe/239847/broccoli-and-cauliflower-cheese-casserole/
spicy watermelon margarita,"This spicy watermelon margarita is a delicious blend of fresh watermelon, tequila, and jalapeno slices for a fruity, spicy-sweet, thoroughly refreshing summer cocktail!",5.0,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '1', 'soak_time': None, 'total_time': '10 mins', 'yield': '1 margarita'}",[],[],"Instead of salt, you can also use coarse white decorating sugar for rimming.",unknown,"{'Calories': '382', 'Carbs': '64g', 'Fat': '1g', 'Protein': '4g'}",https://www.allrecipes.com/recipe/264845/spicy-watermelon-margarita/
watermelon margarita,This watermelon margarita tastes amazing and is so refreshing served over crushed ice on hot summer days. This recipe includes a simple syrup which you can make ahead and store in the refrigerator. ,4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '0 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '10 mins', 'yield': None}",[],[],"To make a frozen watermelon margarita, crush 1 ½ cups of ice in a high-quality blender. Add watermelon, tequila, lime juice, and simple syrup; blend until smooth.",unknown,"{'Calories': '241', 'Carbs': '38g', 'Fat': '0g', 'Protein': '1g'}",https://www.allrecipes.com/recipe/221229/jewels-watermelon-margaritas/
snow cone syrup,An easy recipe for snow cone syrup. Drizzle over shaved or crushed ice. So yummy on a hot summer day!,4.9,"{'active_time': None, 'additional_time': '15 mins', 'bake_time': None, 'cook_time': '10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '30 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '129', 'Carbs': '33g', 'Fat': None, 'Protein': None}",https://www.allrecipes.com/recipe/73492/snow-cone-syrup-ii/
summer brew,"Summer brew is a wonderful thirst quenching drink on a hot summer day and is a definite crowd pleaser. Very easy to make ahead of time, then pour over ice when ready to serve. ",4.9,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '5 mins', 'yield': None}",[],[],"For a limier taste, you can use a beer that has lime already in it, such as Bud Light Lime. ",unknown,"{'Calories': None, 'Carbs': None, 'Fat': None, 'Protein': None}",https://www.allrecipes.com/recipe/200617/summer-brew/
watermelon sorbet,"This watermelon sorbet is easy to make for a light and refreshing summertime dessert. If you love watermelon and love sorbet, you're bound to love this simple recipe!",4.7,"{'active_time': None, 'additional_time': '2 hrs 30 mins', 'bake_time': None, 'cook_time': '5 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '2 hrs 45 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '116', 'Carbs': '30g', 'Fat': '0g', 'Protein': '0g'}",https://www.allrecipes.com/recipe/233892/simple-watermelon-sorbet/
refreshing watermelon sorbet,"Very light and refreshing with the perfect amount of sweetness. Lime juice brightens up the flavor and adds a delightful zing. The texture is soft, reminiscent of a very light sorbet combined with a shaved ice. This is a great recipe to make with plentiful watermelon available in the summertime. It's the perfect ending after a filling summer dinner or a refreshing snack on a hot day. ",4.3,"{'active_time': None, 'additional_time': '5 hrs', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '5 hrs 15 mins', 'yield': None}",[],[],You can use agave nectar in place of honey.,unknown,"{'Calories': '89', 'Carbs': '23g', 'Fat': '0g', 'Protein': '1g'}",https://www.allrecipes.com/recipe/284519/watermelon-sorbet/
watermelon agua fresca,"Watermelon agua fresca is a fruity, cold drink served throughout Mexico. The combination of watermelon, lime, and mint is delicious and so refreshing on a hot summer's day!",4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '25 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '25 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '72', 'Carbs': '19g', 'Fat': '0g', 'Protein': '1g'}",https://www.allrecipes.com/recipe/214367/watermelon-agua-fresca/
simple sautéed asparagus,Asparagus is a great vegetable when it's fresh and sautéed right. My family and friends always love this.,4.4,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '15 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '84', 'Carbs': '4g', 'Fat': '7g', 'Protein': '3g'}",https://www.allrecipes.com/recipe/270844/sauteed-asparagus/
delicious egg salad,"This egg salad recipe is the best and easy to make with chopped boiled eggs, mayonnaise, mustard, and green onions for some color and crunch. It tastes wonderful in a sandwich and will definitely be devoured at picnics! It's really good on rye.",4.7,"{'active_time': None, 'additional_time': '10 mins', 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '35 mins', 'yield': None}",[],[],unknown,Read our article to find out how to boil eggs perfectly every time!,"{'Calories': '333', 'Carbs': '2g', 'Fat': '30g', 'Protein': '13g'}",https://www.allrecipes.com/recipe/147103/delicious-egg-salad-for-sandwiches/
caramel rolls,Caramel rolls are my absolute favorite thing on earth. They're perfect for all holiday mornings!,4.5,"{'active_time': None, 'additional_time': '1 hr 50 mins', 'bake_time': None, 'cook_time': '25 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '45 mins', 'rest_time': None, 'servings': '9', 'soak_time': None, 'total_time': '3 hrs', 'yield': '9 rolls'}",[],[],unknown,unknown,"{'Calories': '251', 'Carbs': '34g', 'Fat': '12g', 'Protein': '4g'}",https://www.allrecipes.com/recipe/260902/caramel-rolls/
creamy chicken and rice,This casserole is very creamy with a crunchy topping. It tastes even better when reheated for leftovers!,4.3,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': None, 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': None, 'yield': '6 servings'}",[],[],unknown,unknown,"{'Calories': '973', 'Carbs': '60g', 'Fat': '56g', 'Protein': '55g'}",https://www.allrecipes.com/recipe/15136/creamy-chicken-and-rice/
